,interaction_name,pathway_name,ligand,receptor,agonist,antagonist,co_A_receptor,co_I_receptor,evidence,annotation
BMP7A_ACVR1B_ACVR2A_4,bmp7a - (acvr1ba+acvr2aa),BMP,bmp7a,ACVR1B_ACVR2A_4,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling
BMP7B_ACVR1B_ACVR2B_1,bmp7b - (acvr1bb+acvr2ba),BMP,bmp7b,ACVR1B_ACVR2B_1,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling
BMP7B_ACVR1B_ACVR2B_2,bmp7b - (acvr1bb+acvr2bb),BMP,bmp7b,ACVR1B_ACVR2B_2,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling
BMP7B_ACVR1B_ACVR2B_3,bmp7b - (acvr1ba+acvr2ba),BMP,bmp7b,ACVR1B_ACVR2B_3,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling
BMP7B_ACVR1B_ACVR2B_4,bmp7b - (acvr1ba+acvr2bb),BMP,bmp7b,ACVR1B_ACVR2B_4,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling
BMP7A_ACVR1B_ACVR2B_1,bmp7a - (acvr1bb+acvr2ba),BMP,bmp7a,ACVR1B_ACVR2B_1,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling
BMP7A_ACVR1B_ACVR2B_2,bmp7a - (acvr1bb+acvr2bb),BMP,bmp7a,ACVR1B_ACVR2B_2,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling
BMP7A_ACVR1B_ACVR2B_3,bmp7a - (acvr1ba+acvr2ba),BMP,bmp7a,ACVR1B_ACVR2B_3,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling
BMP7A_ACVR1B_ACVR2B_4,bmp7a - (acvr1ba+acvr2bb),BMP,bmp7a,ACVR1B_ACVR2B_4,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling
BMP7B_ACVR1_BMPR2_1,bmp7b - (acvr1bb+bmpr2b),BMP,bmp7b,ACVR1_BMPR2_1,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling
BMP7B_ACVR1_BMPR2_2,bmp7b - (acvr1ba+bmpr2b),BMP,bmp7b,ACVR1_BMPR2_2,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling
BMP7A_ACVR1_BMPR2_1,bmp7a - (acvr1bb+bmpr2b),BMP,bmp7a,ACVR1_BMPR2_1,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling
BMP7A_ACVR1_BMPR2_2,bmp7a - (acvr1ba+bmpr2b),BMP,bmp7a,ACVR1_BMPR2_2,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling
BMP7B_BMPR1A_ACVR2A_1,bmp7b - (bmpr1ab+acvr2aa),BMP,bmp7b,BMPR1A_ACVR2A_1,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling
BMP7B_BMPR1A_ACVR2A_2,bmp7b - (bmpr1ab+acvr2ab),BMP,bmp7b,BMPR1A_ACVR2A_2,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling
BMP7B_BMPR1A_ACVR2A_3,bmp7b - (bmpr1aa+acvr2aa),BMP,bmp7b,BMPR1A_ACVR2A_3,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling
BMP7B_BMPR1A_ACVR2A_4,bmp7b - (bmpr1aa+acvr2ab),BMP,bmp7b,BMPR1A_ACVR2A_4,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling
BMP7A_BMPR1A_ACVR2A_1,bmp7a - (bmpr1ab+acvr2aa),BMP,bmp7a,BMPR1A_ACVR2A_1,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling
BMP7A_BMPR1A_ACVR2A_2,bmp7a - (bmpr1ab+acvr2ab),BMP,bmp7a,BMPR1A_ACVR2A_2,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling
BMP7A_BMPR1A_ACVR2A_3,bmp7a - (bmpr1aa+acvr2aa),BMP,bmp7a,BMPR1A_ACVR2A_3,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling
BMP7A_BMPR1A_ACVR2A_4,bmp7a - (bmpr1aa+acvr2ab),BMP,bmp7a,BMPR1A_ACVR2A_4,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling
BMP7B_BMPR1A_ACVR2B_1,bmp7b - (bmpr1ab+acvr2ba),BMP,bmp7b,BMPR1A_ACVR2B_1,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling
BMP7B_BMPR1A_ACVR2B_2,bmp7b - (bmpr1ab+acvr2bb),BMP,bmp7b,BMPR1A_ACVR2B_2,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling
BMP7B_BMPR1A_ACVR2B_3,bmp7b - (bmpr1aa+acvr2ba),BMP,bmp7b,BMPR1A_ACVR2B_3,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling
BMP7B_BMPR1A_ACVR2B_4,bmp7b - (bmpr1aa+acvr2bb),BMP,bmp7b,BMPR1A_ACVR2B_4,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling
BMP7A_BMPR1A_ACVR2B_1,bmp7a - (bmpr1ab+acvr2ba),BMP,bmp7a,BMPR1A_ACVR2B_1,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling
BMP7A_BMPR1A_ACVR2B_2,bmp7a - (bmpr1ab+acvr2bb),BMP,bmp7a,BMPR1A_ACVR2B_2,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling
BMP7A_BMPR1A_ACVR2B_3,bmp7a - (bmpr1aa+acvr2ba),BMP,bmp7a,BMPR1A_ACVR2B_3,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling
BMP7A_BMPR1A_ACVR2B_4,bmp7a - (bmpr1aa+acvr2bb),BMP,bmp7a,BMPR1A_ACVR2B_4,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling
BMP7B_BMPR1A_BMPR2_1,bmp7b - (bmpr1ab+bmpr2),BMP,bmp7b,BMPR1A_BMPR2_1,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling
BMP7B_BMPR1A_BMPR2_2,bmp7b - (bmpr1aa+bmpr2),BMP,bmp7b,BMPR1A_BMPR2_2,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling
BMP7A_BMPR1A_BMPR2_1,bmp7a - (bmpr1ab+bmpr2),BMP,bmp7a,BMPR1A_BMPR2_1,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling
BMP7A_BMPR1A_BMPR2_2,bmp7a - (bmpr1aa+bmpr2),BMP,bmp7a,BMPR1A_BMPR2_2,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling
BMP7B_BMPR1B_ACVR2B_1,bmp7b - (bmpr1bb+acvr2ba),BMP,bmp7b,BMPR1B_ACVR2B_1,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling
BMP7B_BMPR1B_ACVR2B_2,bmp7b - (bmpr1bb+acvr2bb),BMP,bmp7b,BMPR1B_ACVR2B_2,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling
BMP7B_BMPR1B_ACVR2B_3,bmp7b - (bmpr1ba+acvr2ba),BMP,bmp7b,BMPR1B_ACVR2B_3,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling
BMP7B_BMPR1B_ACVR2B_4,bmp7b - (bmpr1ba+acvr2bb),BMP,bmp7b,BMPR1B_ACVR2B_4,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling
BMP7A_BMPR1B_ACVR2B_1,bmp7a - (bmpr1bb+acvr2ba),BMP,bmp7a,BMPR1B_ACVR2B_1,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling
BMP7A_BMPR1B_ACVR2B_2,bmp7a - (bmpr1bb+acvr2bb),BMP,bmp7a,BMPR1B_ACVR2B_2,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling
BMP7A_BMPR1B_ACVR2B_3,bmp7a - (bmpr1ba+acvr2ba),BMP,bmp7a,BMPR1B_ACVR2B_3,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling
BMP7A_BMPR1B_ACVR2B_4,bmp7a - (bmpr1ba+acvr2bb),BMP,bmp7a,BMPR1B_ACVR2B_4,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling
BMP7B_BMPR1B_BMPR2_1,bmp7b - (bmpr1bb+bmpr2),BMP,bmp7b,BMPR1B_BMPR2_1,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling
BMP7B_BMPR1B_BMPR2_2,bmp7b - (bmpr1ba+bmpr2),BMP,bmp7b,BMPR1B_BMPR2_2,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling
BMP7A_BMPR1B_BMPR2_1,bmp7a - (bmpr1bb+bmpr2),BMP,bmp7a,BMPR1B_BMPR2_1,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling
BMP7A_BMPR1B_BMPR2_2,bmp7a - (bmpr1ba+bmpr2),BMP,bmp7a,BMPR1B_BMPR2_2,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling
BMP10_ACVRL1_BMPR2_1,bmp10 - (acvrl1l+bmpr2),BMP10,bmp10,ACVRL1_BMPR2_1,,,BMP10 activation receptor,,KEGG: mmu04350; PMID:26893264; PMID: 25620979,Secreted Signaling
BMP10_ACVRL1_BMPR2_2,bmp10 - (acvrl1+bmpr2),BMP10,bmp10,ACVRL1_BMPR2_2,,,BMP10 activation receptor,,KEGG: mmu04350; PMID:26893264; PMID: 25620979,Secreted Signaling
BMP10L_ACVRL1_BMPR2_1,bmp10l - (acvrl1l+bmpr2),BMP10,bmp10l,ACVRL1_BMPR2_1,,,BMP10 activation receptor,,KEGG: mmu04350; PMID:26893264; PMID: 25620979,Secreted Signaling
BMP10L_ACVRL1_BMPR2_2,bmp10l - (acvrl1+bmpr2),BMP10,bmp10l,ACVRL1_BMPR2_2,,,BMP10 activation receptor,,KEGG: mmu04350; PMID:26893264; PMID: 25620979,Secreted Signaling
BMP10_ACVRL1_ACVR2A_1,bmp10 - (acvrl1l+acvr2aa),BMP10,bmp10,ACVRL1_ACVR2A_1,,,BMP10 activation receptor,,KEGG: mmu04350; PMID:26893264; PMID: 25620979,Secreted Signaling
BMP10_ACVRL1_ACVR2A_2,bmp10 - (acvrl1l+acvr2ab),BMP10,bmp10,ACVRL1_ACVR2A_2,,,BMP10 activation receptor,,KEGG: mmu04350; PMID:26893264; PMID: 25620979,Secreted Signaling
BMP10_ACVRL1_ACVR2A_3,bmp10 - (acvrl1+acvr2aa),BMP10,bmp10,ACVRL1_ACVR2A_3,,,BMP10 activation receptor,,KEGG: mmu04350; PMID:26893264; PMID: 25620979,Secreted Signaling
BMP10_ACVRL1_ACVR2A_4,bmp10 - (acvrl1+acvr2ab),BMP10,bmp10,ACVRL1_ACVR2A_4,,,BMP10 activation receptor,,KEGG: mmu04350; PMID:26893264; PMID: 25620979,Secreted Signaling
BMP10L_ACVRL1_ACVR2A_1,bmp10l - (acvrl1l+acvr2aa),BMP10,bmp10l,ACVRL1_ACVR2A_1,,,BMP10 activation receptor,,KEGG: mmu04350; PMID:26893264; PMID: 25620979,Secreted Signaling
BMP10L_ACVRL1_ACVR2A_2,bmp10l - (acvrl1l+acvr2ab),BMP10,bmp10l,ACVRL1_ACVR2A_2,,,BMP10 activation receptor,,KEGG: mmu04350; PMID:26893264; PMID: 25620979,Secreted Signaling
BMP10L_ACVRL1_ACVR2A_3,bmp10l - (acvrl1+acvr2aa),BMP10,bmp10l,ACVRL1_ACVR2A_3,,,BMP10 activation receptor,,KEGG: mmu04350; PMID:26893264; PMID: 25620979,Secreted Signaling
BMP10L_ACVRL1_ACVR2A_4,bmp10l - (acvrl1+acvr2ab),BMP10,bmp10l,ACVRL1_ACVR2A_4,,,BMP10 activation receptor,,KEGG: mmu04350; PMID:26893264; PMID: 25620979,Secreted Signaling
GDF2_ACVRL1_BMPR2_1,gdf2 - (acvrl1l+bmpr2b),BMP10,gdf2,ACVRL1_BMPR2_1,,,BMP10 activation receptor,,KEGG: mmu04350; PMID:26893264,Secreted Signaling
GDF2_ACVRL1_BMPR2_2,gdf2 - (acvrl1+bmpr2b),BMP10,gdf2,ACVRL1_BMPR2_2,,,BMP10 activation receptor,,KEGG: mmu04350; PMID:26893264,Secreted Signaling
GDF2_ACVRL1_ACVR2A_1,gdf2 - (acvrl1l+acvr2aa),BMP10,gdf2,ACVRL1_ACVR2A_1,,,BMP10 activation receptor,,KEGG: mmu04350; PMID:26893264,Secreted Signaling
GDF2_ACVRL1_ACVR2A_2,gdf2 - (acvrl1l+acvr2ab),BMP10,gdf2,ACVRL1_ACVR2A_2,,,BMP10 activation receptor,,KEGG: mmu04350; PMID:26893264,Secreted Signaling
GDF2_ACVRL1_ACVR2A_3,gdf2 - (acvrl1+acvr2aa),BMP10,gdf2,ACVRL1_ACVR2A_3,,,BMP10 activation receptor,,KEGG: mmu04350; PMID:26893264,Secreted Signaling
GDF2_ACVRL1_ACVR2A_4,gdf2 - (acvrl1+acvr2ab),BMP10,gdf2,ACVRL1_ACVR2A_4,,,BMP10 activation receptor,,KEGG: mmu04350; PMID:26893264,Secreted Signaling
GDF9_ACVR1B_BMPR2_1,gdf9 - (acvr1bb+bmpr2b),GDF,gdf9,ACVR1B_BMPR2_1,,,,,KEGG: mmu04350,Secreted Signaling
GDF9_ACVR1B_BMPR2_2,gdf9 - (acvr1ba+bmpr2b),GDF,gdf9,ACVR1B_BMPR2_2,,,,,KEGG: mmu04350,Secreted Signaling
GDF10B_ACVR1B_ACVR2A_1,gdf10b - (acvr1bb+acvr2aa),GDF,gdf10b,ACVR1B_ACVR2A_1,,,,,KEGG: mmu04350,Secreted Signaling
GDF10B_ACVR1B_ACVR2A_2,gdf10b - (acvr1bb+acvr2ab),GDF,gdf10b,ACVR1B_ACVR2A_2,,,,,KEGG: mmu04350,Secreted Signaling
GDF10B_ACVR1B_ACVR2A_3,gdf10b - (acvr1ba+acvr2aa),GDF,gdf10b,ACVR1B_ACVR2A_3,,,,,KEGG: mmu04350,Secreted Signaling
GDF10B_ACVR1B_ACVR2A_4,gdf10b - (acvr1ba+acvr2ab),GDF,gdf10b,ACVR1B_ACVR2A_4,,,,,KEGG: mmu04350,Secreted Signaling
GDF10A_ACVR1B_ACVR2A_1,gdf10a - (acvr1bb+acvr2aa),GDF,gdf10a,ACVR1B_ACVR2A_1,,,,,KEGG: mmu04350,Secreted Signaling
GDF10A_ACVR1B_ACVR2A_2,gdf10a - (acvr1bb+acvr2ab),GDF,gdf10a,ACVR1B_ACVR2A_2,,,,,KEGG: mmu04350,Secreted Signaling
GDF10A_ACVR1B_ACVR2A_3,gdf10a - (acvr1ba+acvr2aa),GDF,gdf10a,ACVR1B_ACVR2A_3,,,,,KEGG: mmu04350,Secreted Signaling
GDF10A_ACVR1B_ACVR2A_4,gdf10a - (acvr1ba+acvr2ab),GDF,gdf10a,ACVR1B_ACVR2A_4,,,,,KEGG: mmu04350,Secreted Signaling
AMH_AMHR2_ACVR1,amh - (amhr2+acvr1),AMH,amh,AMHR2_ACVR1,,,,,KEGG: mmu04060,Secreted Signaling
AMH_AMHR2_BMPR1A,amh - (amhr2+bmpr1a),AMH,amh,AMHR2_BMPR1A,,,,,KEGG: mmu04060,Secreted Signaling
GDNFA_GFRA1_RET_1,gdnfa - (gfra1a+ret),GDNF,gdnfa,GFRA1_RET_1,,,,,PMID: 11544105,Secreted Signaling
GDNFA_GFRA1_RET_2,gdnfa - (gfra1b+ret),GDNF,gdnfa,GFRA1_RET_2,,,,,PMID: 11544105,Secreted Signaling
GDNFB_GFRA1_RET_1,gdnfb - (gfra1a+ret),GDNF,gdnfb,GFRA1_RET_1,,,,,PMID: 11544105,Secreted Signaling
GDNFB_GFRA1_RET_2,gdnfb - (gfra1b+ret),GDNF,gdnfb,GFRA1_RET_2,,,,,PMID: 11544105,Secreted Signaling
NRTN_GFRA2_RET_1,nrtn - (gfra2a+ret),GDNF,nrtn,GFRA2_RET_1,,,,,PMID: 11544105,Secreted Signaling
NRTN_GFRA2_RET_2,nrtn - (gfra2b+ret),GDNF,nrtn,GFRA2_RET_2,,,,,PMID: 11544105,Secreted Signaling
ARTNA_GFRA3_RET,artna - (gfra3+ret),GDNF,artna,GFRA3_RET,,,,,PMID: 11544105,Secreted Signaling
ARTNA_GFRA1_RET_1,artna - (gfra1a+ret),GDNF,artna,GFRA1_RET_1,,,,,PMID: 11544105,Secreted Signaling
ARTNA_GFRA1_RET_2,artna - (gfra1b+ret),GDNF,artna,GFRA1_RET_2,,,,,PMID: 11544105,Secreted Signaling
INHBAB_ACVR1B_ACVR2A_1,inhbab - (acvr1bb+acvr2aa),ACTIVIN,inhbab,ACVR1B_ACVR2A_1,,ACTIVIN antagonist,,ACTIVIN inhibition receptor,KEGG: mmu04350,Secreted Signaling
INHBAB_ACVR1B_ACVR2A_2,inhbab - (acvr1bb+acvr2ab),ACTIVIN,inhbab,ACVR1B_ACVR2A_2,,ACTIVIN antagonist,,ACTIVIN inhibition receptor,KEGG: mmu04350,Secreted Signaling
INHBAB_ACVR1B_ACVR2A_3,inhbab - (acvr1ba+acvr2aa),ACTIVIN,inhbab,ACVR1B_ACVR2A_3,,ACTIVIN antagonist,,ACTIVIN inhibition receptor,KEGG: mmu04350,Secreted Signaling
INHBAB_ACVR1B_ACVR2A_4,inhbab - (acvr1ba+acvr2ab),ACTIVIN,inhbab,ACVR1B_ACVR2A_4,,ACTIVIN antagonist,,ACTIVIN inhibition receptor,KEGG: mmu04350,Secreted Signaling
INHBAA_ACVR1B_ACVR2A_1,inhbaa - (acvr1bb+acvr2aa),ACTIVIN,inhbaa,ACVR1B_ACVR2A_1,,ACTIVIN antagonist,,ACTIVIN inhibition receptor,KEGG: mmu04350,Secreted Signaling
INHBAA_ACVR1B_ACVR2A_2,inhbaa - (acvr1bb+acvr2ab),ACTIVIN,inhbaa,ACVR1B_ACVR2A_2,,ACTIVIN antagonist,,ACTIVIN inhibition receptor,KEGG: mmu04350,Secreted Signaling
INHBAA_ACVR1B_ACVR2A_3,inhbaa - (acvr1ba+acvr2aa),ACTIVIN,inhbaa,ACVR1B_ACVR2A_3,,ACTIVIN antagonist,,ACTIVIN inhibition receptor,KEGG: mmu04350,Secreted Signaling
INHBAA_ACVR1B_ACVR2A_4,inhbaa - (acvr1ba+acvr2ab),ACTIVIN,inhbaa,ACVR1B_ACVR2A_4,,ACTIVIN antagonist,,ACTIVIN inhibition receptor,KEGG: mmu04350,Secreted Signaling
INHBAB_ACVR1B_ACVR2B_1,inhbab - (acvr1bb+acvr2ba),ACTIVIN,inhbab,ACVR1B_ACVR2B_1,,ACTIVIN antagonist,,ACTIVIN inhibition receptor,KEGG: mmu04350,Secreted Signaling
INHBAB_ACVR1B_ACVR2B_2,inhbab - (acvr1bb+acvr2bb),ACTIVIN,inhbab,ACVR1B_ACVR2B_2,,ACTIVIN antagonist,,ACTIVIN inhibition receptor,KEGG: mmu04350,Secreted Signaling
INHBAB_ACVR1B_ACVR2B_3,inhbab - (acvr1ba+acvr2ba),ACTIVIN,inhbab,ACVR1B_ACVR2B_3,,ACTIVIN antagonist,,ACTIVIN inhibition receptor,KEGG: mmu04350,Secreted Signaling
INHBAB_ACVR1B_ACVR2B_4,inhbab - (acvr1ba+acvr2bb),ACTIVIN,inhbab,ACVR1B_ACVR2B_4,,ACTIVIN antagonist,,ACTIVIN inhibition receptor,KEGG: mmu04350,Secreted Signaling
INHBAA_ACVR1B_ACVR2B_1,inhbaa - (acvr1bb+acvr2ba),ACTIVIN,inhbaa,ACVR1B_ACVR2B_1,,ACTIVIN antagonist,,ACTIVIN inhibition receptor,KEGG: mmu04350,Secreted Signaling
INHBAA_ACVR1B_ACVR2B_2,inhbaa - (acvr1bb+acvr2bb),ACTIVIN,inhbaa,ACVR1B_ACVR2B_2,,ACTIVIN antagonist,,ACTIVIN inhibition receptor,KEGG: mmu04350,Secreted Signaling
INHBAA_ACVR1B_ACVR2B_3,inhbaa - (acvr1ba+acvr2ba),ACTIVIN,inhbaa,ACVR1B_ACVR2B_3,,ACTIVIN antagonist,,ACTIVIN inhibition receptor,KEGG: mmu04350,Secreted Signaling
INHBAA_ACVR1B_ACVR2B_4,inhbaa - (acvr1ba+acvr2bb),ACTIVIN,inhbaa,ACVR1B_ACVR2B_4,,ACTIVIN antagonist,,ACTIVIN inhibition receptor,KEGG: mmu04350,Secreted Signaling
INHBB_ACVR1B_ACVR2A_1,inhbb - (acvr1bb+acvr2aa),ACTIVIN,inhbb,ACVR1B_ACVR2A_1,,ACTIVIN antagonist,,ACTIVIN inhibition receptor,KEGG: mmu04350,Secreted Signaling
INHBB_ACVR1B_ACVR2A_2,inhbb - (acvr1bb+acvr2ab),ACTIVIN,inhbb,ACVR1B_ACVR2A_2,,ACTIVIN antagonist,,ACTIVIN inhibition receptor,KEGG: mmu04350,Secreted Signaling
INHBB_ACVR1B_ACVR2A_3,inhbb - (acvr1ba+acvr2aa),ACTIVIN,inhbb,ACVR1B_ACVR2A_3,,ACTIVIN antagonist,,ACTIVIN inhibition receptor,KEGG: mmu04350,Secreted Signaling
INHBB_ACVR1B_ACVR2A_4,inhbb - (acvr1ba+acvr2ab),ACTIVIN,inhbb,ACVR1B_ACVR2A_4,,ACTIVIN antagonist,,ACTIVIN inhibition receptor,KEGG: mmu04350,Secreted Signaling
INHBB_ACVR1C_ACVR2A_1,inhbb - (acvr1cb+acvr2aa),ACTIVIN,inhbb,ACVR1C_ACVR2A_1,,ACTIVIN antagonist,,ACTIVIN inhibition receptor,KEGG: mmu04350,Secreted Signaling
INHBB_ACVR1C_ACVR2A_2,inhbb - (acvr1cb+acvr2ab),ACTIVIN,inhbb,ACVR1C_ACVR2A_2,,ACTIVIN antagonist,,ACTIVIN inhibition receptor,KEGG: mmu04350,Secreted Signaling
INHBB_ACVR1C_ACVR2A_3,inhbb - (acvr1ca+acvr2ab),ACTIVIN,inhbb,ACVR1C_ACVR2A_3,,ACTIVIN antagonist,,ACTIVIN inhibition receptor,KEGG: mmu04350,Secreted Signaling
INHBB_ACVR1C_ACVR2A_4,inhbb - (acvr1ca+acvr2aa),ACTIVIN,inhbb,ACVR1C_ACVR2A_4,,ACTIVIN antagonist,,ACTIVIN inhibition receptor,KEGG: mmu04350,Secreted Signaling
INHBB_ACVR1C_ACVR2B_1,inhbb - (acvr1cb+acvr2ba),ACTIVIN,inhbb,ACVR1C_ACVR2B_1,,ACTIVIN antagonist,,ACTIVIN inhibition receptor,KEGG: mmu04350,Secreted Signaling
INHBB_ACVR1C_ACVR2B_2,inhbb - (acvr1cb+acvr2bb),ACTIVIN,inhbb,ACVR1C_ACVR2B_2,,ACTIVIN antagonist,,ACTIVIN inhibition receptor,KEGG: mmu04350,Secreted Signaling
INHBB_ACVR1C_ACVR2B_3,inhbb - (acvr1ca+acvr2bb),ACTIVIN,inhbb,ACVR1C_ACVR2B_3,,ACTIVIN antagonist,,ACTIVIN inhibition receptor,KEGG: mmu04350,Secreted Signaling
INHBB_ACVR1C_ACVR2B_4,inhbb - (acvr1ca+acvr2ba),ACTIVIN,inhbb,ACVR1C_ACVR2B_4,,ACTIVIN antagonist,,ACTIVIN inhibition receptor,KEGG: mmu04350,Secreted Signaling
WNT1_FZD1_LRP5,wnt1 - (fzd1+lrp5),WNT,wnt1,FZD1_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT1_FZD10_LRP5,wnt1 - (fzd10+lrp5),WNT,wnt1,FZD10_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT1_FZD2_LRP5,wnt1 - (fzd2+lrp5),WNT,wnt1,FZD2_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT1_FZD3_LRP5_1,wnt1 - (fzd3b+lrp5),WNT,wnt1,FZD3_LRP5_1,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT1_FZD3_LRP5_2,wnt1 - (fzd3a+lrp5),WNT,wnt1,FZD3_LRP5_2,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT1_FZD4_LRP5,wnt1 - (fzd4+lrp5),WNT,wnt1,FZD4_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT1_FZD5_LRP5,wnt1 - (fzd5+lrp5),WNT,wnt1,FZD5_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT1_FZD6_LRP5,wnt1 - (fzd6+lrp5),WNT,wnt1,FZD6_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT1_FZD7_LRP5_1,wnt1 - (fzd7b+lrp5),WNT,wnt1,FZD7_LRP5_1,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT1_FZD7_LRP5_2,wnt1 - (fzd7a+lrp5),WNT,wnt1,FZD7_LRP5_2,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT1_FZD8_LRP5_1,wnt1 - (fzd8b+lrp5),WNT,wnt1,FZD8_LRP5_1,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT1_FZD8_LRP5_2,wnt1 - (fzd8a+lrp5),WNT,wnt1,FZD8_LRP5_2,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
