,interaction_name,pathway_name,ligand,receptor,agonist,antagonist,co_A_receptor,co_I_receptor,evidence,annotation
IL1F5_IL1RL2_IL1RAP,Il1f5  - (Il1rl2+Il1rap),IL1,Il1f5,IL1RL2_IL1RAP,,,,,KEGG: mmu04060,Secreted Signaling
IL1F6_IL1RL2_IL1RAP,Il1f6  - (Il1rl2+Il1rap),IL1,Il1f6,IL1RL2_IL1RAP,,,,,KEGG: mmu04060,Secreted Signaling
IL1F8_IL1RL2_IL1RAP,Il1f8  - (Il1rl2+Il1rap),IL1,Il1f8,IL1RL2_IL1RAP,,,,,KEGG: mmu04060,Secreted Signaling
IL1F9_IL1RL2_IL1RAP,Il1f9  - (Il1rl2+Il1rap),IL1,Il1f9,IL1RL2_IL1RAP,,,,,KEGG: mmu04060,Secreted Signaling
IL1F10_IL1RL2_IL1RAP,Il1f10  - (Il1rl2+Il1rap),IL1,Il1f10,IL1RL2_IL1RAP,,,,,KEGG: mmu04060,Secreted Signaling
IL18_IL18R1_IL18RAP,Il18  - (Il18r1+Il18rap),IL1,Il18,IL18R1_IL18RAP,,,,,KEGG: mmu04060,Secreted Signaling
IL33_IL1RL1_IL1RAP,Il33  - (Il1rl1+Il1rap),IL1,Il33,IL1RL1_IL1RAP,,,,,KEGG: mmu04060,Secreted Signaling
IL17A_IL17RA_IL17RC,Il17a  - (Il17ra+Il17rc),IL17,Il17a,IL17RA_IL17RC,,,,,KEGG: mmu04060,Secreted Signaling
IL17F_IL17RA_IL17RC,Il17f  - (Il17ra+Il17rc),IL17,Il17f,IL17RA_IL17RC,,,,,KEGG: mmu04060,Secreted Signaling
IL17AF_IL17RA_IL17RC,Il17af  - (Il17ra+Il17rc),IL17,IL17AF,IL17RA_IL17RC,,,,,PMID: 24813051,Secreted Signaling
IL17B_IL17RB,Il17b  - Il17rb,IL17,Il17b,Il17rb,,,,,KEGG: mmu04060,Secreted Signaling
IL17C_IL17RA_IL17RE,Il17c  - (Il17ra+Il17re),IL17,Il17c,IL17RA_IL17RE,,,,,KEGG: mmu04060,Secreted Signaling
IL25_IL17RA_IL17RB,Il25  - (Il17ra+Il17rb),IL17,Il25,IL17RA_IL17RB,,,,,KEGG: mmu04060,Secreted Signaling
IL34_CSF1R,Il34  - Csf1r,CSF,Il34,Csf1r,,,,,KEGG: mmu04060,Secreted Signaling
CSF1_CSF1R,Csf1  - Csf1r,CSF,Csf1,Csf1r,,,,,KEGG: mmu04060,Secreted Signaling
IL16_CD4,Il16  - Cd4,IL16,Il16,Cd4,,,,,KEGG: mmu04060,Secreted Signaling
EPO_EPOR,Epo  - Epor,EPO,Epo,Epor,,,,,KEGG: mmu04060,Secreted Signaling
GH1_GHR,Gh1  - Ghr,GH,Gh,Ghr,,,,,KEGG: mmu04060,Secreted Signaling
PRL_PRLR,Prl  - Prlr,PRL,Prl,Prlr,,,,,KEGG: mmu04060; PMID: 23192981,Secreted Signaling
THPO_MPL,Thpo  - Mpl,THPO,Thpo,Mpl,,,,,KEGG: mmu04060,Secreted Signaling
CSF3_CSF3R,Csf3  - Csf3r,CSF3,Csf3,Csf3r,,,,,KEGG: mmu04060,Secreted Signaling
IFNA_IFNAR1_IFNAR2,Ifna  - (Ifnar1+Ifnar2),IFN-I,Ifna,IFNAR1_IFNAR2,,,,,KEGG: mmu04060,Secreted Signaling
IFNB1_IFNAR1_IFNAR2,Ifnb1  - (Ifnar1+Ifnar2),IFN-I,Ifnb1,IFNAR1_IFNAR2,,,,,KEGG: mmu04060,Secreted Signaling
IFNK_IFNAR1_IFNAR2,Ifnk  - (Ifnar1+Ifnar2),IFN-I,Ifnk,IFNAR1_IFNAR2,,,,,KEGG: mmu04060,Secreted Signaling
IFNE_IFNAR1_IFNAR2,Ifne  - (Ifnar1+Ifnar2),IFN-I,Ifne,IFNAR1_IFNAR2,,,,,KEGG: mmu04060,Secreted Signaling
IFNA11_IFNAR1_IFNAR2,Ifna11  - (Ifnar1+Ifnar2),IFN-I,Ifna11,IFNAR1_IFNAR2,,,,,KEGG: mmu04060,Secreted Signaling
IFNA1_IFNAR1_IFNAR2,Ifna1  - (Ifnar1+Ifnar2),IFN-I,Ifna1,IFNAR1_IFNAR2,,,,,KEGG: mmu04060,Secreted Signaling
IFNA2_IFNAR1_IFNAR2,Ifna2  - (Ifnar1+Ifnar2),IFN-I,Ifna2,IFNAR1_IFNAR2,,,,,KEGG: mmu04060,Secreted Signaling
IFNA4_IFNAR1_IFNAR2,Ifna4  - (Ifnar1+Ifnar2),IFN-I,Ifna4,IFNAR1_IFNAR2,,,,,KEGG: mmu04060,Secreted Signaling
IFNA5_IFNAR1_IFNAR2,Ifna5  - (Ifnar1+Ifnar2),IFN-I,Ifna5,IFNAR1_IFNAR2,,,,,KEGG: mmu04060,Secreted Signaling
IFNA6_IFNAR1_IFNAR2,Ifna6  - (Ifnar1+Ifnar2),IFN-I,Ifna6,IFNAR1_IFNAR2,,,,,KEGG: mmu04060,Secreted Signaling
IFNA7_IFNAR1_IFNAR2,Ifna7  - (Ifnar1+Ifnar2),IFN-I,Ifna7,IFNAR1_IFNAR2,,,,,KEGG: mmu04060,Secreted Signaling
IFNA9_IFNAR1_IFNAR2,Ifna9  - (Ifnar1+Ifnar2),IFN-I,Ifna9,IFNAR1_IFNAR2,,,,,KEGG: mmu04060,Secreted Signaling
IFNAB_IFNAR1_IFNAR2,Ifnab  - (Ifnar1+Ifnar2),IFN-I,Ifnab,IFNAR1_IFNAR2,,,,,KEGG: mmu04060,Secreted Signaling
IFNA12_IFNAR1_IFNAR2,Ifna12  - (Ifnar1+Ifnar2),IFN-I,Ifna12,IFNAR1_IFNAR2,,,,,KEGG: mmu04060,Secreted Signaling
IFNA13_IFNAR1_IFNAR2,Ifna13  - (Ifnar1+Ifnar2),IFN-I,Ifna13,IFNAR1_IFNAR2,,,,,KEGG: mmu04060,Secreted Signaling
IFNA14_IFNAR1_IFNAR2,Ifna14  - (Ifnar1+Ifnar2),IFN-I,Ifna14,IFNAR1_IFNAR2,,,,,KEGG: mmu04060,Secreted Signaling
IFNA15_IFNAR1_IFNAR2,Ifna15  - (Ifnar1+Ifnar2),IFN-I,Ifna15,IFNAR1_IFNAR2,,,,,KEGG: mmu04060,Secreted Signaling
IFNG_IFNGR1_IFNGR2,Ifng  - (Ifngr1+Ifngr2),IFN-II,Ifng,IFNGR1_IFNGR2,,,,,KEGG: mmu04060,Secreted Signaling
IFNL2_IFNLR1_IL10RB,Ifnl2  - (Ifnlr1+Il10rb),IFN-lII,Ifnl2,IFNLR1_IL10RB,,,,,PMID: 28293236,Secreted Signaling
IFNL3_IFNLR1_IL10RB,Ifnl3  - (Ifnlr1+Il10rb),IFN-lII,Ifnl3,IFNLR1_IL10RB,,,,,PMID: 28293236,Secreted Signaling
TNF_TNFRSF1A,Tnf  - Tnfrsf1a,TNF,Tnf,Tnfrsf1a,,,,,KEGG: mmu04060,Secreted Signaling
TNF_TNFRSF1B,Tnf  - Tnfrsf1b,TNF,Tnf,Tnfrsf1b,,,,,KEGG: mmu04060,Secreted Signaling
LTA_TNFRSF1A,Lta  - Tnfrsf1a,LT,Lta,Tnfrsf1a,,,,,KEGG: mmu04060,Secreted Signaling
LTA_TNFRSF1B,Lta  - Tnfrsf1b,LT,Lta,Tnfrsf1b,,,,,KEGG: mmu04060,Secreted Signaling
LTA_TNFRSF14,Lta  - Tnfrsf14,LT,Lta,Tnfrsf14,,,,,KEGG: mmu04060,Secreted Signaling
LTA_LTB_LTBR,Lta  - (Ltb+Ltbr),LT,LTa1b2,Ltbr,,,,,PMID: 24248355,Secreted Signaling
TNFSF14_LTBR,Tnfsf14  - Ltbr,LIGHT,Tnfsf14,Ltbr,,,,,KEGG: mmu04060,Secreted Signaling
TNFSF14_TNFRSF14,Tnfsf14  - Tnfrsf14,LIGHT,Tnfsf14,Tnfrsf14,,,,,KEGG: mmu04060,Secreted Signaling
FASL_FAS,Fasl  - Fas,FASLG,Fasl,Fas,,,,,KEGG: mmu04060,Secreted Signaling
TNFSF15_TNFRSF25,Tnfsf15  - Tnfrsf25,VEGI,Tnfsf15,Tnfrsf25,,,,,KEGG: mmu04060,Secreted Signaling
TNFSF10_TNFRSF10B,Tnfsf10  - Tnfrsf10b,TRAIL,Tnfsf10,Tnfrsf10b,,,,,KEGG: mmu04060,Secreted Signaling
EDA_EDAR,Eda  - Edar,EDA,Eda,Edar,,,,,KEGG: mmu04060,Secreted Signaling
EDA_EDA2R,Eda  - Eda2r,EDA,Eda,Eda2r,,,,,KEGG: mmu04060,Secreted Signaling
NGF_NGFR,Ngf  - Ngfr,NGF,Ngf,Ngfr,,,,,KEGG: mmu04060,Secreted Signaling
KLK1B4_NGFR,Klk1b4  - Ngfr,NGF,Klk1b4,Ngfr,,,,,KEGG: mmu04060,Secreted Signaling
TNFSF11_TNFRSF11A,Tnfsf11  - Tnfrsf11a,RANKL,Tnfsf11,Tnfrsf11a,,,,,KEGG: mmu04060,Secreted Signaling
TNFSF11_TNFRSF11B,Tnfsf11  - Tnfrsf11b,RANKL,Tnfsf11,Tnfrsf11b,,,,,KEGG: mmu04060,Secreted Signaling
TNFSF12_TNFRSF12A,Tnfsf12  - Tnfrsf12a,TWEAK,Tnfsf12,Tnfrsf12a,,,,,KEGG: mmu04060,Secreted Signaling
CD70_CD27,Cd70  - Cd27,CD70,Cd70,Cd27,,,,,KEGG: mmu04060,Secreted Signaling
TNFSF8_TNFRSF8,Tnfsf8  - Tnfrsf8,CD30,Tnfsf8,Tnfrsf8,,,,,KEGG: mmu04060,Secreted Signaling
TNFSF9_TNFRSF9,Tnfsf9  - Tnfrsf9,CD137,Tnfsf9,Tnfrsf9,,,,,KEGG: mmu04060,Secreted Signaling
TNFSF4_TNFRSF4,Tnfsf4  - Tnfrsf4,OX40,Tnfsf4,Tnfrsf4,,,,,KEGG: mmu04060,Secreted Signaling
TNFSF18_TNFRSF18,Tnfsf18  - Tnfrsf18,GITRL,Tnfsf18,Tnfrsf18,,,,,KEGG: mmu04060,Secreted Signaling
TNFSF13_TNFRSF17,Tnfsf13  - Tnfrsf17,APRIL,Tnfsf13,Tnfrsf17,,,,,KEGG: mmu04060,Secreted Signaling
TNFSF13_TNFRSF13B,Tnfsf13  - Tnfrsf13b,APRIL,Tnfsf13,Tnfrsf13b,,,,,KEGG: mmu04060,Secreted Signaling
TNFSF13B_TNFRSF17,Tnfsf13b  - Tnfrsf17,BAFF,Tnfsf13b,Tnfrsf17,,,,,KEGG: mmu04060,Secreted Signaling
TNFSF13B_TNFRSF13B,Tnfsf13b  - Tnfrsf13b,BAFF,Tnfsf13b,Tnfrsf13b,,,,,KEGG: mmu04060,Secreted Signaling
TNFSF13B_TNFRSF13C,Tnfsf13b  - Tnfrsf13c,BAFF,Tnfsf13b,Tnfrsf13c,,,,,KEGG: mmu04060,Secreted Signaling
CD40LG_ITGA2B_ITGB3,Cd40lg  - (Itga2b+Itgb3),CD40,Cd40lg,ITGA2B_ITGB3,,,,,PMID: 28676852,Secreted Signaling
CD40LG_ITGA5_ITGB1,Cd40lg  - (Itga5+Itgb1),CD40,Cd40lg,ITGA5_ITGB1,,,,,PMID: 28676852,Secreted Signaling
CD40LG_ITGAM_ITGB2,Cd40lg  - (Itgam+Itgb2),CD40,Cd40lg,ITGAM_ITGB2,,,,,PMID: 28676852,Secreted Signaling
SPP1_CD44,Spp1  - Cd44,SPP1,Spp1,Cd44,,,,,PMID: 21907263,Secreted Signaling
SPP1_ITGAV_ITGB3,Spp1  - (Itgav+Itgb3),SPP1,Spp1,ITGAV_ITGB3,,,,,PMID: 21907263,Secreted Signaling
SPP1_ITGAV_ITGB1,Spp1  - (Itgav+Itgb1),SPP1,Spp1,ITGAV_ITGB1,,,,,PMID: 21907263,Secreted Signaling
SPP1_ITGAV_ITGB5,Spp1  - (Itgav+Itgb5),SPP1,Spp1,ITGAV_ITGB5,,,,,PMID: 21907263,Secreted Signaling
SPP1_ITGAV_ITGB6,Spp1  - (Itgav+Itgb6),SPP1,Spp1,ITGAV_ITGB6,,,,,PMID: 21907263,Secreted Signaling
SPP1_ITGA4_ITGB1,Spp1  - (Itga4+Itgb1),SPP1,Spp1,ITGA4_ITGB1,,,,,PMID: 21907263,Secreted Signaling
SPP1_ITGA9_ITGB1,Spp1  - (Itga9+Itgb1),SPP1,Spp1,ITGA9_ITGB1,,,,,PMID: 21907263,Secreted Signaling
SPP1_ITGA8_ITGB1,Spp1  - (Itga8+Itgb1),SPP1,Spp1,ITGA8_ITGB1,,,,,PMID: 21907263,Secreted Signaling
SPP1_ITGA5_ITGB1,Spp1  - (Itga5+Itgb1),SPP1,Spp1,ITGA5_ITGB1,,,,,PMID: 21907263,Secreted Signaling
ADIPOQ_ADIPOR1,Adipoq  - Adipor1,ADIPONECTIN,Adipoq,Adipor1,,,,,PMID: 21284979,Secreted Signaling
ADIPOQ_ADIPOR2,Adipoq  - Adipor2,ADIPONECTIN,Adipoq,Adipor2,,,,,PMID: 21284979,Secreted Signaling
RETN_TLR4,Retn  - Tlr4,RESISTIN,Retn,Tlr4,,,,,PMID: 30809105,Secreted Signaling
RETN_CAP1,Retn  - Cap1,RESISTIN,Retn,Cap1,,,,,PMID: 30809105,Secreted Signaling
NAMPT_INSR,Nampt  - Insr,VISFATIN,Nampt,Insr,,,,,PMID: 28490838,Secreted Signaling
NAMPT_ITGA5_ITGB1,Nampt  - (Itga5+Itgb1),VISFATIN,Nampt,ITGA5_ITGB1,,,,,PMID: 28490838,Secreted Signaling
ANGPTL1_ITGA1_ITGB1,Angptl1  - (Itga1+Itgb1),ANGPTL,Angptl1,ITGA1_ITGB1,,,,,PMID: 24478758,Secreted Signaling
ANGPTL2_ITGA5_ITGB1,Angptl2  - (Itga5+Itgb1),ANGPTL,Angptl2,ITGA5_ITGB1,,,,,PMID: 24478758,Secreted Signaling
ANGPTL2_TLR4,Angptl2  - Tlr4,ANGPTL,Angptl2,Tlr4,,,,,PMID: 24478758,Secreted Signaling
ANGPTL2_PIRB,Angptl2  - Pirb,ANGPTL,Angptl2,Pirb,,,,,PMID: 24478758,Secreted Signaling
ANGPTL1_PIRB,Angptl1  - Pirb,ANGPTL,Angptl1,Pirb,,,,,PMID: 24478758,Secreted Signaling
ANGPTL7_PIRB,Angptl7  - Pirb,ANGPTL,Angptl7,Pirb,,,,,PMID: 24478758,Secreted Signaling
ANGPTL4_ITGA5_ITGB1,Angptl4  - (Itga5+Itgb1),ANGPTL,Angptl4,ITGA5_ITGB1,,,,,PMID: 30049845,Secreted Signaling
ANGPTL4_ITGAV_ITGB3,Angptl4  - (Itgav+Itgb3),ANGPTL,Angptl4,ITGAV_ITGB3,,,,,PMID: 30049845,Secreted Signaling
ANGPTL4_CDH5,Angptl4  - Cdh5,ANGPTL,Angptl4,Cdh5,,,,,PMID: 30049845,Secreted Signaling
ANGPTL4_CDH11,Angptl4  - Cdh11,ANGPTL,Angptl4,Cdh11,,,,,PMID: 30049845,Secreted Signaling
ANGPTL4_SDC1,Angptl4  - Sdc1,ANGPTL,Angptl4,Sdc1,,,,,PMID: 29017031,Secreted Signaling
ANGPTL4_SDC2,Angptl4  - Sdc2,ANGPTL,Angptl4,Sdc2,,,,,PMID: 29017031,Secreted Signaling
ANGPTL4_SDC3,Angptl4  - Sdc3,ANGPTL,Angptl4,Sdc3,,,,,PMID: 29017031,Secreted Signaling
ANGPTL4_SDC4,Angptl4  - Sdc4,ANGPTL,Angptl4,Sdc4,,,,,PMID: 29017031,Secreted Signaling
ANGPTL3_ITGAV_ITGB3,Angptl3  - (Itgav+Itgb3),ANGPTL,Angptl3,ITGAV_ITGB3,,,,,PMID: 11877390,Secreted Signaling
ANGPT1_TEK,Angpt1  - Tek,ANGPT,Angpt1,Tek,,,,ANGPT inhibition receptor 1,PMID: 20651738,Secreted Signaling
ANGPT2_TEK,Angpt2  - Tek,ANGPT,Angpt2,Tek,,,,ANGPT inhibition receptor 1,PMID: 20651738,Secreted Signaling
ANGPT2_ITGA5_ITGB1,Angpt2  - (Itga5+Itgb1),ANGPT,Angpt2,ITGA5_ITGB1,,,,ANGPT inhibition receptor 2,PMID: 20651738; PMID: 25635707,Secreted Signaling
MDK_SDC1,Mdk  - Sdc1,MK,Mdk,Sdc1,,,,,PMID: 28356350,Secreted Signaling
MDK_SDC2,Mdk  - Sdc2,MK,Mdk,Sdc2,,,,,PMID: 28356350,Secreted Signaling
MDK_SDC4,Mdk  - Sdc4,MK,Mdk,Sdc4,,,,,PMID: 28356350,Secreted Signaling
MDK_PTPRZ1,Mdk  - Ptprz1,MK,Mdk,Ptprz1,,,,,PMID: 28356350,Secreted Signaling
MDK_ITGA4_ITGB1,Mdk  - (Itga4+Itgb1),MK,Mdk,ITGA4_ITGB1,,,,,PMID: 28356350,Secreted Signaling
MDK_ITGA6_ITGB1,Mdk  - (Itga6+Itgb1),MK,Mdk,ITGA6_ITGB1,,,,,PMID: 28356350,Secreted Signaling
MDK_LRP1,Mdk  - Lrp1,MK,Mdk,Lrp1,,,,,PMID: 28356350,Secreted Signaling
MDK_NCL,Mdk  - Ncl,MK,Mdk,Ncl,,,,,PMID: 28356350,Secreted Signaling
MDK_ALK,Mdk  - Alk,MK,Mdk,Alk,,,,,PMID: 19459784,Secreted Signaling
PTN_PTPRZ1,Ptn  - Ptprz1,PTN,Ptn,Ptprz1,,,,,PMID: 28356350; PMID: 25620911,Secreted Signaling
PTN_SDC1,Ptn  - Sdc1,PTN,Ptn,Sdc1,,,,,PMID: 28356350; PMID: 25620911,Secreted Signaling
PTN_SDC2,Ptn  - Sdc2,PTN,Ptn,Sdc2,,,,,PMID: 28356350; PMID: 25620911,Secreted Signaling
PTN_SDC3,Ptn  - Sdc3,PTN,Ptn,Sdc3,,,,,PMID: 28356350; PMID: 25620911,Secreted Signaling
PTN_SDC4,Ptn  - Sdc4,PTN,Ptn,Sdc4,,,,,PMID: 28356350; PMID: 25620911,Secreted Signaling
PTN_ITGAV_ITGB3,Ptn  - (Itgav+Itgb3),PTN,Ptn,ITGAV_ITGB3,,,,,PMID: 28356350; PMID: 25620911,Secreted Signaling
PTN_NCL,Ptn  - Ncl,PTN,Ptn,Ncl,,,,,PMID: 28356350; PMID: 25620911,Secreted Signaling
PTN_ALK,Ptn  - Alk,PTN,Ptn,Alk,,,,,PMID: 28356350; PMID: 25620911,Secreted Signaling
POSTN_ITGAV_ITGB3,Postn  - (Itgav+Itgb3),PERIOSTIN,Postn,ITGAV_ITGB3,,,,,PMID: 26721738,Secreted Signaling
POSTN_ITGAV_ITGB5,Postn  - (Itgav+Itgb5),PERIOSTIN,Postn,ITGAV_ITGB5,,,,,PMID: 26721738,Secreted Signaling
AGT_AGTR1A,Agt  - Agtr1a,AGT,Agt,Agtr1a,,,,,KEGG: mmu04080,Secreted Signaling
AGT_AGTR1B,Agt  - Agtr1b,AGT,Agt,Agtr1b,,,,,KEGG: mmu04080,Secreted Signaling
GRP_GRPR,Grp  - Grpr,GPR,Grp,Grpr,,,,,KEGG: mmu04080,Secreted Signaling
NMB_NMBR,Nmb  - Nmbr,GPR,Nmb,Nmbr,,,,,KEGG: mmu04080,Secreted Signaling
KNG1_BDKRB1,Kng1  - Bdkrb1,BRADYKININ,Kng1,Bdkrb1,,,,,KEGG: mmu04080,Secreted Signaling
KNG1_BDKRB2,Kng1  - Bdkrb2,BRADYKININ,Kng1,Bdkrb2,,,,,KEGG: mmu04080,Secreted Signaling
KNG2_BDKRB1,Kng2  - Bdkrb1,BRADYKININ,Kng2,Bdkrb1,,,,,KEGG: mmu04080,Secreted Signaling
KNG2_BDKRB2,Kng2  - Bdkrb2,BRADYKININ,Kng2,Bdkrb2,,,,,KEGG: mmu04080,Secreted Signaling
C3_C3AR1,C3  - C3ar1,COMPLEMENT,C3,C3ar1,,,,,KEGG: mmu04080,Secreted Signaling
C3_CR2,C3  - Cr2,COMPLEMENT,C3,Cr2,,,,,PMID: 16234578,Secreted Signaling
C3_ITGAM_ITGB2,C3  - (Itgam+Itgb2),COMPLEMENT,C3,ITGAM_ITGB2,,,,,PMID: 16234578,Secreted Signaling
C3_ITGAX_ITGB2,C3  - (Itgax+Itgb2),COMPLEMENT,C3,ITGAX_ITGB2,,,,,PMID: 16234578,Secreted Signaling
C4A_C3AR1,C4a  - C3ar1,COMPLEMENT,C4a,C3ar1,,,,,PMID: 16234578,Secreted Signaling
C4B_CR2,C4b  - Cr2,COMPLEMENT,C4b,Cr2,,,,,PMID: 16234578,Secreted Signaling
HC_C5AR1,Hc  - C5ar1,COMPLEMENT,Hc,C5ar1,,,,,KEGG: mmu04080,Secreted Signaling
CCK_CCKAR,Cck  - Cckar,CCK,Cck,Cckar,,,,,KEGG: mmu04080,Secreted Signaling
CCK_CCKBR,Cck  - Cckbr,CCK,Cck,Cckbr,,,,,KEGG: mmu04080,Secreted Signaling
EDN1_EDNRA,Edn1  - Ednra,EDN,Edn1,Ednra,,,,,KEGG: mmu04080,Secreted Signaling
EDN2_EDNRA,Edn2  - Ednra,EDN,Edn2,Ednra,,,,,KEGG: mmu04080,Secreted Signaling
EDN3_EDNRA,Edn3  - Ednra,EDN,Edn3,Ednra,,,,,KEGG: mmu04080,Secreted Signaling
EDN1_EDNRB,Edn1  - Ednrb,EDN,Edn1,Ednrb,,,,,KEGG: mmu04080,Secreted Signaling
EDN2_EDNRB,Edn2  - Ednrb,EDN,Edn2,Ednrb,,,,,KEGG: mmu04080,Secreted Signaling
EDN3_EDNRB,Edn3  - Ednrb,EDN,Edn3,Ednrb,,,,,KEGG: mmu04080,Secreted Signaling
GAL_GALR1,Gal  - Galr1,GALANIN,Gal,Galr1,,,,,KEGG: mmu04080,Secreted Signaling
GAL_GALR2,Gal  - Galr2,GALANIN,Gal,Galr2,,,,,KEGG: mmu04080,Secreted Signaling
GAL_GALR3,Gal  - Galr3,GALANIN,Gal,Galr3,,,,,KEGG: mmu04080,Secreted Signaling
GALP_GALR1,Galp  - Galr1,GALANIN,Galp,Galr1,,,,,PMID: 23233848,Secreted Signaling
GALP_GALR2,Galp  - Galr2,GALANIN,Galp,Galr2,,,,,PMID: 23233848,Secreted Signaling
GHRL_GHSR,Ghrl  - Ghsr,GHRELIN,Ghrl,Ghsr,,GHRL antagonist,,,KEGG: mmu04080; PMID: 29233536,Secreted Signaling
KISS1_KISS1R,Kiss1  - Kiss1r,KISS1,Kiss1,Kiss1r,,,,,KEGG: mmu04080,Secreted Signaling
POMC_MC1R,Pomc  - Mc1r,MELANOCORTIN,Pomc,Mc1r,,,,,KEGG: mmu04080,Secreted Signaling
POMC_MC2R,Pomc  - Mc2r,MELANOCORTIN,Pomc,Mc2r,,,,,KEGG: mmu04080,Secreted Signaling
POMC_MC3R,Pomc  - Mc3r,MELANOCORTIN,Pomc,Mc3r,,POMC antagonist,,,KEGG: mmu04080; PMID: 11024027,Secreted Signaling
POMC_MC4R,Pomc  - Mc4r,MELANOCORTIN,Pomc,Mc4r,,POMC antagonist,,,KEGG: mmu04080; PMID: 11024027,Secreted Signaling
POMC_MC5R,Pomc  - Mc5r,MELANOCORTIN,Pomc,Mc5r,,,,,KEGG: mmu04080,Secreted Signaling
NMU_NMUR1,Nmu  - Nmur1,NMU,Nmu,Nmur1,,,,,KEGG: mmu04080,Secreted Signaling
NMU_NMUR2,Nmu  - Nmur2,NMU,Nmu,Nmur2,,,,,KEGG: mmu04080,Secreted Signaling
NMS_NMUR1,Nms  - Nmur1,NMU,Nms,Nmur1,,,,,PMID: 29288685,Secreted Signaling
NMS_NMUR2,Nms  - Nmur2,NMU,Nms,Nmur2,,,,,PMID: 29288685,Secreted Signaling
NPFF_NPFFR1,Npff  - Npffr1,NPFF,Npff,Npffr1,,,,,KEGG: mmu04080,Secreted Signaling
NPFF_NPFFR2,Npff  - Npffr2,NPFF,Npff,Npffr2,,,,,KEGG: mmu04080,Secreted Signaling
NPY_NPY1R,Npy  - Npy1r,NPY,Npy,Npy1r,,,,,KEGG: mmu04080,Secreted Signaling
NPY_NPY2R,Npy  - Npy2r,NPY,Npy,Npy2r,,,,,KEGG: mmu04080,Secreted Signaling
NPY_NPY4R,Npy  - Npy4r,NPY,Npy,Npy4r,,,,,KEGG: mmu04080,Secreted Signaling
NPY_NPY5R,Npy  - Npy5r,NPY,Npy,Npy5r,,,,,KEGG: mmu04080,Secreted Signaling
NPY_NPY6R,Npy  - Npy6r,NPY,Npy,Npy6r,,,,,KEGG: mmu04080,Secreted Signaling
NPY_GPR83,Npy  - Gpr83,NPY,Npy,Gpr83,,,,,KEGG: mmu04080,Secreted Signaling
NPY_PGR15L,Npy  - Pgr15l,NPY,Npy,Pgr15l,,,,,KEGG: mmu04080,Secreted Signaling
PPY_NPY1R,Ppy  - Npy1r,NPY,Ppy,Npy1r,,,,,KEGG: mmu04080,Secreted Signaling
PPY_NPY2R,Ppy  - Npy2r,NPY,Ppy,Npy2r,,,,,KEGG: mmu04080,Secreted Signaling
PPY_NPY4R,Ppy  - Npy4r,NPY,Ppy,Npy4r,,,,,KEGG: mmu04080,Secreted Signaling
PPY_NPY5R,Ppy  - Npy5r,NPY,Ppy,Npy5r,,,,,KEGG: mmu04080,Secreted Signaling
PPY_NPY6R,Ppy  - Npy6r,NPY,Ppy,Npy6r,,,,,KEGG: mmu04080,Secreted Signaling
PPY_GPR83,Ppy  - Gpr83,NPY,Ppy,Gpr83,,,,,KEGG: mmu04080,Secreted Signaling
PPY_PGR15L,Ppy  - Pgr15l,NPY,Ppy,Pgr15l,,,,,KEGG: mmu04080,Secreted Signaling
PYY_NPY1R,Pyy  - Npy1r,NPY,Pyy,Npy1r,,,,,KEGG: mmu04080,Secreted Signaling
PYY_NPY2R,Pyy  - Npy2r,NPY,Pyy,Npy2r,,,,,KEGG: mmu04080,Secreted Signaling
PYY_NPY4R,Pyy  - Npy4r,NPY,Pyy,Npy4r,,,,,KEGG: mmu04080,Secreted Signaling
PYY_NPY5R,Pyy  - Npy5r,NPY,Pyy,Npy5r,,,,,KEGG: mmu04080,Secreted Signaling
PYY_NPY6R,Pyy  - Npy6r,NPY,Pyy,Npy6r,,,,,KEGG: mmu04080,Secreted Signaling
PYY_GPR83,Pyy  - Gpr83,NPY,Pyy,Gpr83,,,,,KEGG: mmu04080,Secreted Signaling
PYY_PGR15L,Pyy  - Pgr15l,NPY,Pyy,Pgr15l,,,,,KEGG: mmu04080,Secreted Signaling
NPB_NPBWR1,Npb  - Npbwr1,NPW-B,Npb,Npbwr1,,,,,KEGG: mmu04080,Secreted Signaling
NPW_NPBWR1,Npw  - Npbwr1,NPW-B,Npw,Npbwr1,,,,,KEGG: mmu04080,Secreted Signaling
NTS_NTSR1,Nts  - Ntsr1,NTS,Nts,Ntsr1,,,,,KEGG: mmu04080,Secreted Signaling
NTS_NTSR2,Nts  - Ntsr2,NTS,Nts,Ntsr2,,,,,KEGG: mmu04080,Secreted Signaling
PDYN_OPRD1,Pdyn  - Oprd1,OPIOID,Pdyn,Oprd1,,,,,KEGG: mmu04080,Secreted Signaling
PDYN_OPRK1,Pdyn  - Oprk1,OPIOID,Pdyn,Oprk1,,,,,KEGG: mmu04080,Secreted Signaling
PDYN_OPRL1,Pdyn  - Oprl1,OPIOID,Pdyn,Oprl1,,,,,KEGG: mmu04080,Secreted Signaling
PDYN_OPRM1,Pdyn  - Oprm1,OPIOID,Pdyn,Oprm1,,,,,KEGG: mmu04080,Secreted Signaling
PENK_OPRD1,Penk  - Oprd1,OPIOID,Penk,Oprd1,,,,,KEGG: mmu04080,Secreted Signaling
PENK_OPRK1,Penk  - Oprk1,OPIOID,Penk,Oprk1,,,,,KEGG: mmu04080,Secreted Signaling
